Clase,Clave,Tema,Subdivición.,,,,
0823,N,Zoología,Zoología Especial. - Coelenterata (o Cnidaria). - Etiología ,,,,
0827,N,Zoología,Zoología Especial. - Coelenterata (o Cnidaria). - Geografía,,,,
0831,N,Zoología,"Zoología Especial. - Coelenterata (o Cnidaria). - Taxonomía y sistemática. Graptolitos. Hidromedusa. Seyphomed lonticuliporida.  Stromatoporide.  Alcyonari Zoantharia. Ctenophora,",,,,
1003,N,Zoología,Zoología Especial. - Echinodermata - Obras integrales y generales.,,,,
1007,N,Zoología,Zoología Especial. - Echinodermata - Estructura,,,,
1011,N,Zoología,Zoología Especial. - Echinodermata - Desarrollo,,,,
1015,N,Zoología,Zoología Especial. - Echinodermata - Fisiología,,,,
1019,N,Zoología,Zoología Especial. - Echinodermata - Etología,,,,
1023,N,Zoología,Zoología Especial. - Echinodermata - Etiología,,,,
1027,N,Zoología,Zoología Especial. - Echinodermata - Geografía,,,,
1031,N,Zoología,Zoología Especial. - Echinodermata - Taxonomía y sistemática. Cystoides. Crinoidea. Blastoidea. Asteroides. Ophiuroides. Echinoidea. Holothurioidea.,,,,
1203,N,Zoología,Zoología Especial. - Platyhelminthes. Mesozoa y Trichoplu - Obras integrales y generales.,,,,
1207,N,Zoología,Zoología Especial. - Platyhelminthes. Mesozoa y Trichoplu - Estructura,,,,
1211,N,Zoología,Zoología Especial. - Platyhelminthes. Mesozoa y Trichoplu - Fisiología,,,,
1215,N,Zoología,Zoología Especial. - Platyhelminthes. Mesozoa y Trichoplu - Desarrollo,,,,
1219,N,Zoología,Zoología Especial. - Platyhelminthes. Mesozoa y Trichoplu - Etología,,,,
1223,N,Zoología,Zoología Especial. - Platyhelminthes. Mesozoa y Trichoplu - Etiología,,,,
1227,N,Zoología,Zoología Especial. - Platyhelminthes. Mesozoa y Trichoplu - Geografía,,,,
1231,N,Zoología,"Zoología Especial. - Platyhelminthes. Mesozoa y Trichoplu - Taxonomía y sistemática. Turbellaria. Trematoda. Cestoda. Nemertinea. Mesozoa incluye Dicyemide, Orthouectidee. Trichoplaz está aislado.",,,,
1403,N,Zoología,Zoología Especial. - Nemathelminthes. - Obras integrales y generales.,,,,
1407,N,Zoología,Zoología Especial. - Nemathelminthes. - Estructura,,,,
1411,N,Zoología,Zoología Especial. - Nemathelminthes. - Fisiología,,,,
1415,N,Zoología,Zoología Especial. - Nemathelminthes. - Desarrollo,,,,
1419,N,Zoología,Zoología Especial. - Nemathelminthes. - Etología,,,,
1423,N,Zoología,Zoología Especial. - Nemathelminthes. - Etiología,,,,
1427,N,Zoología,Zoología Especial. - Nemathelminthes. - Geografía,,,,
1431,N,Zoología,Zoología Especial. - Nemathelminthes. - Taxonomía y sistemática. Nematoda. Nematomurpha (o Gordiide). Acanthocephala.,,,,
1603,N,Zoología,Zoología Especial. - Chestognatha. Rotifera. Gastrotricha. Kimorhyncha (o Echinodera). - Obras integrales y generales.,,,,
1607,N,Zoología,Zoología Especial. - Chestognatha. Rotifera. Gastrotricha. Kimorhyncha (o Echinodera). - Estructura,,,,
1611,N,Zoología,Zoología Especial. - Chestognatha. Rotifera. Gastrotricha. Kimorhyncha (o Echinodera). - Fisiología,,,,
1615,N,Zoología,Zoología Especial. - Chestognatha. Rotifera. Gastrotricha. Kimorhyncha (o Echinodera). - Desarrollo,,,,
1619,N,Zoología,Zoología Especial. - Chestognatha. Rotifera. Gastrotricha. Kimorhyncha (o Echinodera). - Etología,,,,
1623,N,Zoología,Zoología Especial. - Chestognatha. Rotifera. Gastrotricha. Kimorhyncha (o Echinodera). - Etiología,,,,
1627,N,Zoología,Zoología Especial. - Chestognatha. Rotifera. Gastrotricha. Kimorhyncha (o Echinodera). - Geografía,,,,
1631,N,Zoología,"Zoología Especial. - Chestognatha. Rotifera. Gastrotricha. Kimorhyncha (o Echinodera). - Taxonomía y sistemática.Los grupos aquí incluidos se tratarán todos por separado, por lo que en cada ficha deberá indicarse 
a qué grupo o grupos se refiere.",,,,
1803,N,Zoología,"Zoología Especial. - Archiannelida. Polycheta, Mysostomaria. Oligocheta. Gephyrea. Phoronis. Hirudinea. - Obras integrales y generales.",,,,
1807,N,Zoología,"Zoología Especial. - Archiannelida. Polycheta, Mysostomaria. Oligocheta. Gephyrea. Phoronis. Hirudinea. - Estructura",,,,
1811,N,Zoología,"Zoología Especial. - Archiannelida. Polycheta, Mysostomaria. Oligocheta. Gephyrea. Phoronis. Hirudinea. - Fisiología",,,,
1815,N,Zoología,"Zoología Especial. - Archiannelida. Polycheta, Mysostomaria. Oligocheta. Gephyrea. Phoronis. Hirudinea. - Desarrollo",,,,
1819,N,Zoología,"Zoología Especial. - Archiannelida. Polycheta, Mysostomaria. Oligocheta. Gephyrea. Phoronis. Hirudinea. - Etología",,,,
1823,N,Zoología,"Zoología Especial. - Archiannelida. Polycheta, Mysostomaria. Oligocheta. Gephyrea. Phoronis. Hirudinea. - Etiología",,,,
1827,N,Zoología,"Zoología Especial. - Archiannelida. Polycheta, Mysostomaria. Oligocheta. Gephyrea. Phoronis. Hirudinea. - Geografía ",,,,
1831,N,Zoología,"Zoología Especial. - Archiannelida. Polycheta, Mysostomaria. Oligocheta. Gephyrea. Phoronis. Hirudinea. - Taxonomía y sistemática. Los grupos aquí incluidos se tratarán todos por separado, por lo que en cada ficha deberá indicarse cuál, o más, se refiere",,,,
2003,N,Zoología,Zoología Especial. - Braquiópodos. Polyzoa (o Bryozoa). - Obras integrales y generales.,,,,
2007,N,Zoología,Zoología Especial. - Braquiópodos. Polyzoa (o Bryozoa). - Estructura,,,,
2011,N,Zoología,Zoología Especial. - Braquiópodos. Polyzoa (o Bryozoa). - Fisiología,,,,
2015,N,Zoología,Zoología Especial. - Braquiópodos. Polyzoa (o Bryozoa). - Desarrollo,,,,
2019,N,Zoología,Zoología Especial. - Braquiópodos. Polyzoa (o Bryozoa). - Etología,,,,
2023,N,Zoología,Zoología Especial. - Braquiópodos. Polyzoa (o Bryozoa). - Etiología,,,,
2027,N,Zoología,Zoología Especial. - Braquiópodos. Polyzoa (o Bryozoa). - Geografía,,,,
2031,N,Zoología,"Zoología Especial. - Braquiópodos. Polyzoa (o Bryozoa). - Taxonomía y sistemática. Debe indicarse en la ficha si se trata de Brachiopoda o Polyzoa, o ambos. Polyzoa incluye Ectoprocta y Entoprocta.",,,,
2203,N,Zoología,Zoología Especial. - Moluscos. - Obras integrales y generales.,,,,
2207,N,Zoología,Zoología Especial. - Moluscos. - Estructura,,,,
2211,N,Zoología,Zoología Especial. - Moluscos. - Fisiología,,,,
2215,N,Zoología,Zoología Especial. - Moluscos. - Desarrollo,,,,
2219,N,Zoología,Zoología Especial. - Moluscos. - Etología,,,,
2223,N,Zoología,Zoología Especial. - Moluscos. - Etiología,,,,
2227,N,Zoología,Zoología Especial. - Moluscos. - Geografía,,,,
2231,N,Zoología,"Zoología Especial. - Moluscos. - Taxonomía y sistemática. Lamellibranchiata (o Pelecypoda). Scaphopoda. Amphineura. Gastropoda, incluye Prosobranchiata, Nucleobranchiata (o Heteropoda), Opisthobranchiata, Pteropoda, Pulmonata. Cephalopoda, incluye Nautiloidea, Ammonea, Dibranchiata.",,,,
2403,N,Zoología,"Zoología Especial. - Artrópodos. [Trabajos relacionados con los siguientes 
ramas tomadas en conjunto, o en todo caso a varias de ellas, a saber, 2608 a 4881.] - Obras integrales y generales.",,,,
2407,N,Zoología,Zoología Especial. - Artrópodos. - Estructura,,,,
2411,N,Zoología,Zoología Especial. - Artrópodos. - Fisiología,,,,
2415,N,Zoología,Zoología Especial. - Artrópodos. - Desarrollo,,,,
2419,N,Zoología,Zoología Especial. - Artrópodos. - Etología,,,,
2423,N,Zoología,Zoología Especial. - Artrópodos. - Etiología,,,,
2427,N,Zoología,Zoología Especial. - Artrópodos. - Geografía,,,,
2431,N,Zoología,Zoología Especial. - Artrópodos. - Taxonomía y sistemática. 2431 no incluirá una ordenación sistemática de Géneros y Especies.,,,,
2603,N,Zoología,Zoología Especial. - Crustacea. - Obras integrales y generales.,,,,
2607,N,Zoología,Zoología Especial. - Crustacea. - Estructura,,,,
2611,N,Zoología,Zoología Especial. - Crustacea. - Fisiología,,,,
2615,N,Zoología,Zoología Especial. - Crustacea. - Desarrollo,,,,
2619,N,Zoología,Zoología Especial. - Crustacea. - Etología,,,,
2623,N,Zoología,Zoología Especial. - Crustacea. - Etiología,,,,
2627,N,Zoología,Zoología Especial. - Crustacea. - Geografía,,,,
2631,N,Zoología,"Zoología Especial. - Crustacea. - Taxonomía y sistemática. Entomostraca (= Cirripedia, Ostracoda, Copepoda, Phyllpoda).",,,,
2803,N,Zoología,Zoología Especial. - Trilobite. Xiphosura. Eurypterida. Pantopoda. Tardigrada. Linguatulida. - Obras integrales y generales.,,,,
2807,N,Zoología,Zoología Especial. - Trilobite. Xiphosura. Eurypterida. Pantopoda. Tardigrada. Linguatulida. - Estructura,,,,
2811,N,Zoología,Zoología Especial. - Trilobite. Xiphosura. Eurypterida. Pantopoda. Tardigrada. Linguatulida. - Fisiología,,,,
2815,N,Zoología,Zoología Especial. - Trilobite. Xiphosura. Eurypterida. Pantopoda. Tardigrada. Linguatulida. - Desarrollo,,,,
2819,N,Zoología,Zoología Especial. - Trilobite. Xiphosura. Eurypterida. Pantopoda. Tardigrada. Linguatulida. - Etología,,,,
2823,N,Zoología,Zoología Especial. - Trilobite. Xiphosura. Eurypterida. Pantopoda. Tardigrada. Linguatulida. - Etiología,,,,
2827,N,Zoología,Zoología Especial. - Trilobite. Xiphosura. Eurypterida. Pantopoda. Tardigrada. Linguatulida. - Geografía,,,,
2831,N,Zoología,Zoología Especial. - Trilobite. Xiphosura. Eurypterida. Pantopoda. Tardigrada. Linguatulida. - Taxonomía y sistemática. N.B. - En cada ficha se indicará el grupo (o varios) al que se refiere. No es necesario prestar atención a las divisiones de cualquiera de de los grupos.,,,,
3003,N,Zoología,Zoología Especial. - Arachnida. - Obras integrales y generales.,,,,
3007,N,Zoología,Zoología Especial. - Arachnida. - Estructura,,,,
3011,N,Zoología,Zoología Especial. - Arachnida. - Fisiología,,,,
3015,N,Zoología,Zoología Especial. - Arachnida. - Desarrollo,,,,
3019,N,Zoología,Zoología Especial. - Arachnida. - Etología,,,,
3023,N,Zoología,Zoología Especial. - Arachnida. - Etiología,,,,
3027,N,Zoología,Zoología Especial. - Arachnida. - Geografía,,,,
3031,N,Zoología,"Zoología Especial. - Arachnida. - Taxonomía y sistemática.Los arácnidos se componen de Scorpionida, Pedipalpi, Araneida, Solifugae, Chernetida (o Pseudoscorpiones), Phalangida (u Opiliones), Acarida (o Acari), Palpigradi. Los Tardigrada se tratan en el apartado 2808-2831.",,,,
3203,N,Zoología,Zoología Especial. - Prototracheata (u Onychophora). - Obras integrales y generales.,,,,
3207,N,Zoología,Zoología Especial. - Prototracheata (u Onychophora). - Estructura,,,,
3211,N,Zoología,Zoología Especial. - Prototracheata (u Onychophora). - Fisiología,,,,
3215,N,Zoología,Zoología Especial. - Prototracheata (u Onychophora). - Desarrollo,,,,
3219,N,Zoología,Zoología Especial. - Prototracheata (u Onychophora). - Etología,,,,
3223,N,Zoología,Zoología Especial. - Prototracheata (u Onychophora). - Etiología,,,,
3227,N,Zoología,Zoología Especial. - Prototracheata (u Onychophora). - Geografía,,,,
3231,N,Zoología,"Zoología Especial. - Prototracheata (u Onychophora). - Taxonomía y sistemática.Prototracheata incluye sólo a Peripatus y sus divisiones,",,,,
3403,N,Zoología,Zoología Especial. - Myriopoda. - Obras integrales y generales.,,,,
3407,N,Zoología,Zoología Especial. - Myriopoda. - Estructura,,,,
3411,N,Zoología,Zoología Especial. - Myriopoda. - Fisiología,,,,
3415,N,Zoología,Zoología Especial. - Myriopoda. - Desarrollo,,,,
3419,N,Zoología,Zoología Especial. - Myriopoda. - Etología,,,,
3423,N,Zoología,Zoología Especial. - Myriopoda. - Etiología,,,,
3427,N,Zoología,Zoología Especial. - Myriopoda. - Geografía,,,,
3431,N,Zoología,"Zoología Especial. - Myriopoda. - Taxonomía y sistemática. Myniopoda consiste en Vallopoda, Miplopoua (=Pselahognatha y Chilognatha), Symphyla (o Scolonarella), Pauropoda. - ",,,,
3603,N,Zoología,Zoología Especial. - Aptera (o Apterygogenea). Anoplura. Mallophaga. Thysanoptera (o Physopoda). Siphonaptera (o Aphaniptera). - Obras integrales y generales.,,,,
3607,N,Zoología,Zoología Especial. - Aptera (o Apterygogenea). Anoplura. Mallophaga. Thysanoptera (o Physopoda). Siphonaptera (o Aphaniptera). - Estructura,,,,
3611,N,Zoología,Zoología Especial. - Aptera (o Apterygogenea). Anoplura. Mallophaga. Thysanoptera (o Physopoda). Siphonaptera (o Aphaniptera). - Fisiología,,,,
3615,N,Zoología,Zoología Especial. - Aptera (o Apterygogenea). Anoplura. Mallophaga. Thysanoptera (o Physopoda). Siphonaptera (o Aphaniptera). - Desarrollo,,,,
3619,N,Zoología,Zoología Especial. - Aptera (o Apterygogenea). Anoplura. Mallophaga. Thysanoptera (o Physopoda). Siphonaptera (o Aphaniptera). - Etología,,,,
3623,N,Zoología,Zoología Especial. - Aptera (o Apterygogenea). Anoplura. Mallophaga. Thysanoptera (o Physopoda). Siphonaptera (o Aphaniptera). - Etiología,,,,
3627,N,Zoología,Zoología Especial. - Aptera (o Apterygogenea). Anoplura. Mallophaga. Thysanoptera (o Physopoda). Siphonaptera (o Aphaniptera). - Geografía,,,,
3631,N,Zoología,"Zoología Especial. - Aptera (o Apterygogenea). Anoplura. Mallophaga. Thysanoptera (o Physopoda). Siphonaptera (o Aphaniptera). - Taxonomía y sistemática. Aptera, propiamente dicho, consta de Thysanura y Collembola.",,,,
3803,N,Zoología,"Zoología Especial. - Orthoptera, Neuroptera y Trichoptera. - Obras integrales y generales.",,,,
3807,N,Zoología,"Zoología Especial. - Orthoptera, Neuroptera y Trichoptera. - Estructura",,,,
3811,N,Zoología,"Zoología Especial. - Orthoptera, Neuroptera y Trichoptera. - Fisiología",,,,
3815,N,Zoología,"Zoología Especial. - Orthoptera, Neuroptera y Trichoptera. - Desarrollo",,,,
3819,N,Zoología,"Zoología Especial. - Orthoptera, Neuroptera y Trichoptera. - Etología",,,,
3823,N,Zoología,"Zoología Especial. - Orthoptera, Neuroptera y Trichoptera. - Etiología",,,,
3827,N,Zoología,"Zoología Especial. - Orthoptera, Neuroptera y Trichoptera. - Geografía",,,,
3831,N,Zoología,"Zoología Especial. - Orthoptera, Neuroptera y Trichoptera. - Taxonomía y sistemática. Los resbalones bajo 8803-8831 deben indicar al menos a qué de los tres grupos (Ortópteros, Neurópteros, Trichoptera) se refiere cada ficha. Los ortópteros se componen de Forficulide (o ermaptera), Hemimeride, Blattide, Mantide, Phasmide, Gryllide, Locustidee, Acridiide. Neuroptera incluye Planipennia, Embiidw, Termitide, Peooidee, Perlide, Ephemeride, Odonata. Cada ficha relativa a los neurópteros debe indicar también a cuál de estas divisiones se refiere. La mayor parte de los insectos del Paleozoico deben ser tratados en esta rama.",,,,
4003,N,Zoología,"Zoología Especial. - Hemípteros (o Rhynchota), excepto Anoplura, 
que se colocan en 3603. - Obras integrales y generales.",,,,
4007,N,Zoología,"Zoología Especial. - Hemípteros (o Rhynchota), excepto Anoplura, 
que se colocan en 3603. - Estructura",,,,
4011,N,Zoología,"Zoología Especial. - Hemípteros (o Rhynchota), excepto Anoplura, 
que se colocan en 3603. - Fisiología",,,,
4015,N,Zoología,"Zoología Especial. - Hemípteros (o Rhynchota), excepto Anoplura, 
que se colocan en 3603. - Desarrollo",,,,
4019,N,Zoología,"Zoología Especial. - Hemípteros (o Rhynchota), excepto Anoplura, 
que se colocan en 3603. - Etología",,,,
4023,N,Zoología,"Zoología Especial. - Hemípteros (o Rhynchota), excepto Anoplura, 
que se colocan en 3603. - Etiología",,,,
4027,N,Zoología,"Zoología Especial. - Hemípteros (o Rhynchota), excepto Anoplura, 
que se colocan en 3603. - Geografía",,,,
4031,N,Zoología,"Zoología Especial. - Hemípteros (o Rhynchota), excepto Anoplura, 
que se colocan en 3603. - Taxonomía y sistemática. Consta de Hemiptera Heteroptera (familia que debe ser mencionar en cada ficha si es posible), y Hemiptera Homópteros (mencionar las familias). (Phytopbthires=  Pulgones, Payllides, Aleurodidee, Coocide se incluyen en Hemiptera Homoptera).;",,,,
4203,N,Zoología,"Zoología Especial. - Dípteros (excluidos los sifonápteros, que son 
Recogidos en 3608 3631). - Obras integrales y generales.",,,,
4207,N,Zoología,"Zoología Especial. - Dípteros (excluidos los sifonápteros, que son 
Recogidos en 3608 3631). - Estructura",,,,
4211,N,Zoología,"Zoología Especial. - Dípteros (excluidos los sifonápteros, que son 
Recogidos en 3608 3631). - Fisiología",,,,
4215,N,Zoología,"Zoología Especial. - Dípteros (excluidos los sifonápteros, que son 
Recogidos en 3608 3631). - Desarrollo",,,,
4219,N,Zoología,"Zoología Especial. - Dípteros (excluidos los sifonápteros, que son 
Recogidos en 3608 3631). - Etología",,,,
4223,N,Zoología,"Zoología Especial. - Dípteros (excluidos los sifonápteros, que son 
Recogidos en 3608 3631). - Etiología ",,,,
4227,N,Zoología,"Zoología Especial. - Dípteros (excluidos los sifonápteros, que son 
Recogidos en 3608 3631). - Geografía",,,,
4231,N,Zoología,"Zoología Especial. - Dípteros (excluidos los sifonápteros, que son 
Recogidos en 3608 3631). - Taxonomía y sistemática. Las fichas deben estar marcadas con el nombre de la familia de Dípteros.",,,,
4403,N,Zoología,Zoología Especial. - Lepidópteros. - Obras integrales y generales.,,,,
4407,N,Zoología,Zoología Especial. - Lepidópteros. - Estructura,,,,
4411,N,Zoología,Zoología Especial. - Lepidópteros. - Fisiología,,,,
4415,N,Zoología,Zoología Especial. - Lepidópteros. - Desarrollo,,,,
4419,N,Zoología,Zoología Especial. - Lepidópteros. - Etología,,,,
4423,N,Zoología,Zoología Especial. - Lepidópteros. - Etiología,,,,
4427,N,Zoología,Zoología Especial. - Lepidópteros. - Geografía,,,,
